filename,width,height,class,xmin,ymin,xmax,ymax
4.jpg,1688,1012,Engine cover,702,248,979,424
4.jpg,1688,1012,Battery,1123,112,1414,275
4.jpg,1688,1012,Coolant,387,766,551,884
4.jpg,1688,1012,Oil intake,819,706,934,874
4.jpg,1688,1012,Oil pin,672,515,728,599
4.jpg,1688,1012,Wiper fluid,1406,586,1523,690
4.jpg,1688,1012,Fuse box,74,379,370,619
72.jpg,4032,3024,Coolant,610,1000,1133,1465
72.jpg,4032,3024,Brake fluid,1030,871,1294,1075
72.jpg,4032,3024,Oil pin,1549,1952,1672,2033
72.jpg,4032,3024,Oil intake,1510,1129,1691,1246
72.jpg,4032,3024,Air filter,2639,1462,3172,1926
72.jpg,4032,3024,Battery,2581,929,3201,1455
72.jpg,4032,3024,Fuse box,3104,1029,3510,1420
72.jpg,4032,3024,Wiper fluid,3159,1491,3407,1700
8.jpg,1200,632,Engine cover,90,61,736,287
8.jpg,1200,632,Oil pin,398,270,452,322
8.jpg,1200,632,Oil intake,175,169,277,233
8.jpg,1200,632,Brake fluid,905,36,1038,122
8.jpg,1200,632,Battery,860,102,1143,303
8.jpg,1200,632,Air filter,969,317,1200,568
165.jpg,1072,626,Battery,105,12,326,125
165.jpg,1072,626,Fuse box,59,266,217,484
165.jpg,1072,626,Oil intake,252,285,315,339
165.jpg,1072,626,Coolant,271,403,521,571
165.jpg,1072,626,Brake fluid,762,31,842,149
165.jpg,1072,626,Engine cover,445,18,629,276
165.jpg,1072,626,Oil pin,766,166,794,211
165.jpg,1072,626,Wiper fluid,62,501,156,573
171.jpg,1082,460,Air filter,6,132,247,339
171.jpg,1082,460,Engine cover,282,156,622,338
171.jpg,1082,460,Oil pin,392,301,435,334
171.jpg,1082,460,Oil intake,552,249,605,298
171.jpg,1082,460,Battery,797,154,1010,384
171.jpg,1082,460,Wiper fluid,1033,272,1079,326
171.jpg,1082,460,Fuse box,934,110,1082,281
171.jpg,1082,460,Brake fluid,672,39,752,117
171.jpg,1082,460,Coolant,745,39,880,126
177.jpg,1162,660,Engine cover,293,176,655,456
177.jpg,1162,660,Coolant,171,243,286,385
177.jpg,1162,660,Wiper fluid,129,416,217,481
177.jpg,1162,660,Air filter,694,121,856,254
177.jpg,1162,660,Brake fluid,811,89,881,139
177.jpg,1162,660,Fuse box,912,183,1060,326
177.jpg,1162,660,Oil intake,582,220,633,270
177.jpg,1162,660,Oil pin,400,310,452,353
55.jpg,1108,448,Coolant,33,102,180,236
55.jpg,1108,448,Wiper fluid,70,274,155,388
55.jpg,1108,448,Brake fluid,209,41,311,117
55.jpg,1108,448,Engine cover,202,70,601,344
55.jpg,1108,448,Oil pin,363,298,416,349
55.jpg,1108,448,Oil intake,253,146,328,201
55.jpg,1108,448,Fuse box,930,106,1077,231
55.jpg,1108,448,Battery,723,95,944,218
55.jpg,1108,448,Air filter,779,220,970,353
577.jpg,1158,456,Wiper fluid,99,252,186,341
577.jpg,1158,456,Engine cover,312,83,664,276
577.jpg,1158,456,Brake fluid,298,59,400,123
577.jpg,1158,456,Coolant,399,338,475,389
577.jpg,1158,456,Air filter,772,209,1004,319
577.jpg,1158,456,Battery,736,86,956,209
577.jpg,1158,456,Fuse box,931,99,1086,226
577.jpg,1158,456,Oil pin,482,144,541,202
577.jpg,1158,456,Oil intake,360,117,432,173
563.jpg,1086,472,Brake fluid,205,75,299,150
563.jpg,1086,472,Coolant,44,116,234,261
563.jpg,1086,472,Engine cover,227,78,725,356
563.jpg,1086,472,Oil intake,351,140,419,193
563.jpg,1086,472,Oil pin,344,224,399,286
563.jpg,1086,472,Air filter,775,218,956,386
563.jpg,1086,472,Wiper fluid,944,228,1013,312
563.jpg,1086,472,Fuse box,927,128,1056,225
563.jpg,1086,472,Battery,749,83,951,236
11.jpg,1894,1076,Engine cover,430,183,1154,504
11.jpg,1894,1076,Oil pin,642,439,718,509
11.jpg,1894,1076,Coolant,204,310,421,583
11.jpg,1894,1076,Brake fluid,1472,200,1788,416
589.jpg,1188,538,Air filter,58,123,288,323
589.jpg,1188,538,Engine cover,288,146,707,344
589.jpg,1188,538,Oil pin,697,256,729,320
589.jpg,1188,538,Oil intake,579,153,630,193
589.jpg,1188,538,Coolant,782,56,915,168
589.jpg,1188,538,Brake fluid,677,84,770,177
589.jpg,1188,538,Battery,775,154,959,334
589.jpg,1188,538,Fuse box,928,102,1080,278
589.jpg,1188,538,Wiper fluid,841,405,922,456
10.jpg,1206,496,Coolant,164,215,284,339
10.jpg,1206,496,Engine cover,348,140,650,392
10.jpg,1206,496,Wiper fluid,844,422,945,486
10.jpg,1206,496,Brake fluid,1057,206,1204,318
10.jpg,1206,496,Battery,824,236,982,407
16.jpg,4032,3024,Engine cover,465,425,2807,2370
16.jpg,4032,3024,Oil intake,2143,689,2446,976
16.jpg,4032,3024,Oil pin,1646,2034,1820,2247
16.jpg,4032,3024,Brake fluid,2868,1586,3136,2063
16.jpg,4032,3024,Battery,3178,1270,4030,2292
16.jpg,4032,3024,Air filter,3181,631,4017,1250
576.jpg,1154,514,Coolant,104,105,213,277
576.jpg,1154,514,Wiper fluid,132,269,229,366
576.jpg,1154,514,Oil pin,390,303,432,349
576.jpg,1154,514,Oil intake,339,174,400,229
576.jpg,1154,514,Air filter,737,73,932,226
576.jpg,1154,514,Brake fluid,759,6,862,77
576.jpg,1154,514,Battery,947,101,1084,243
576.jpg,1154,514,Fuse box,824,262,1012,415
176.jpg,1176,506,Engine cover,216,175,624,383
176.jpg,1176,506,Coolant,66,210,192,379
176.jpg,1176,506,Brake fluid,776,71,883,147
176.jpg,1176,506,Fuse box,922,151,1093,277
176.jpg,1176,506,Wiper fluid,32,346,100,421
170.jpg,1192,578,Coolant,56,125,231,258
170.jpg,1192,578,Wiper fluid,69,246,223,463
170.jpg,1192,578,Engine cover,300,107,716,318
170.jpg,1192,578,Oil pin,241,211,286,288
170.jpg,1192,578,Brake fluid,258,53,351,163
170.jpg,1192,578,Air filter,757,211,1098,396
170.jpg,1192,578,Battery,808,57,1025,213
170.jpg,1192,578,Fuse box,1042,98,1192,251
9.jpg,1126,614,Oil pin,464,206,509,268
9.jpg,1126,614,Brake fluid,889,54,980,142
9.jpg,1126,614,Coolant,4,194,160,389
9.jpg,1126,614,Wiper fluid,52,378,131,448
9.jpg,1126,614,Battery,769,156,1021,281
9.jpg,1126,614,Air filter,975,311,1123,513
73.jpg,4032,3024,Coolant,814,1294,1217,1762
73.jpg,4032,3024,Brake fluid,2323,1339,2688,1671
73.jpg,4032,3024,Wiper fluid,749,1813,997,1994
73.jpg,4032,3024,Oil pin,1543,1952,1681,2046
73.jpg,4032,3024,Oil intake,2639,1310,2894,1629
67.jpg,1114,492,Wiper fluid,116,262,172,416
67.jpg,1114,492,Engine cover,187,123,628,399
67.jpg,1114,492,Oil intake,244,194,318,241
67.jpg,1114,492,Oil pin,349,347,397,405
67.jpg,1114,492,Coolant,35,117,165,253
67.jpg,1114,492,Battery,728,139,980,267
67.jpg,1114,492,Fuse box,959,171,1067,252
67.jpg,1114,492,Air filter,826,261,999,393
67.jpg,1114,492,Brake fluid,220,87,282,137
5.jpg,1220,678,Engine cover,484,146,721,305
5.jpg,1220,678,Battery,860,11,1139,167
5.jpg,1220,678,Coolant,250,579,379,654
5.jpg,1220,678,Fuse box,5,282,215,531
5.jpg,1220,678,Air filter,388,477,691,655
5.jpg,1220,678,Oil pin,345,418,404,475
5.jpg,1220,678,Wiper fluid,1049,431,1132,507
5.jpg,1220,678,Oil intake,909,417,973,476
5.jpg,1220,678,Brake fluid,367,94,442,156
172.jpg,1084,454,Coolant,1,109,123,263
172.jpg,1084,454,Oil pin,249,151,289,187
172.jpg,1084,454,Oil intake,298,134,364,179
172.jpg,1084,454,Engine cover,366,68,636,264
172.jpg,1084,454,Brake fluid,664,101,732,210
172.jpg,1084,454,Battery,726,198,1009,328
172.jpg,1084,454,Fuse box,953,115,1084,228
98.jpg,1144,480,Wiper fluid,22,163,135,343
98.jpg,1144,480,Engine cover,234,91,630,313
98.jpg,1144,480,Brake fluid,205,56,295,133
98.jpg,1144,480,Battery,767,225,1058,429
98.jpg,1144,480,Fuse box,894,85,1075,219
98.jpg,1144,480,Air filter,727,119,875,228
98.jpg,1144,480,Coolant,964,309,1113,419
166.jpg,1064,472,Air filter,110,172,329,383
166.jpg,1064,472,Engine cover,375,144,683,323
166.jpg,1064,472,Oil pin,521,270,552,310
166.jpg,1064,472,Oil intake,626,212,680,262
166.jpg,1064,472,Brake fluid,635,46,705,112
166.jpg,1064,472,Coolant,694,40,807,108
166.jpg,1064,472,Battery,778,103,975,246
166.jpg,1064,472,Fuse box,851,62,1006,178
166.jpg,1064,472,Wiper fluid,959,165,1007,217
628.jpg,1202,548,Air filter,27,180,258,403
628.jpg,1202,548,Engine cover,270,62,800,343
628.jpg,1202,548,Oil intake,367,99,445,151
628.jpg,1202,548,Oil pin,473,320,515,406
628.jpg,1202,548,Coolant,858,80,999,224
628.jpg,1202,548,Wiper fluid,991,151,1121,257
628.jpg,1202,548,Battery,904,241,1202,416
628.jpg,1202,548,Brake fluid,775,135,845,238
101.jpg,890,424,Engine cover,243,75,531,245
101.jpg,890,424,Oil pin,202,163,229,215
101.jpg,890,424,Oil intake,231,89,266,122
101.jpg,890,424,Coolant,62,84,183,189
101.jpg,890,424,Wiper fluid,110,200,210,328
101.jpg,890,424,Brake fluid,528,39,588,119
101.jpg,890,424,Battery,592,24,717,181
101.jpg,890,424,Air filter,540,179,735,300
101.jpg,890,424,Fuse box,749,75,831,217
115.jpg,1512,1512,Wiper fluid,297,474,391,540
115.jpg,1512,1512,Oil intake,945,571,1037,625
115.jpg,1512,1512,Coolant,1147,520,1218,558
129.jpg,640,480,Battery,100,280,201,311
129.jpg,640,480,Wiper fluid,85,233,107,251
129.jpg,640,480,Coolant,434,268,531,310
129.jpg,640,480,Air filter,106,300,172,357
129.jpg,640,480,Air filter,471,302,539,359
14.jpg,4032,3024,Engine cover,1243,212,2865,1454
14.jpg,4032,3024,Coolant,3172,1331,3917,1986
14.jpg,4032,3024,Battery,2888,286,3327,883
14.jpg,4032,3024,Air filter,20,1141,888,2025
119.jpg,640,480,Wiper fluid,79,118,115,133
119.jpg,640,480,Engine cover,175,86,459,224
119.jpg,640,480,Air filter,23,173,139,249
93.jpg,922,480,Engine cover,170,72,606,387
93.jpg,922,480,Brake fluid,214,109,241,140
93.jpg,922,480,Oil pin,302,354,351,383
93.jpg,922,480,Oil intake,478,121,546,164
93.jpg,922,480,Coolant,30,146,172,260
93.jpg,922,480,Wiper fluid,73,370,168,438
93.jpg,922,480,Air filter,627,69,797,213
93.jpg,922,480,Battery,641,214,887,379
511.jpg,1180,602,Engine cover,352,125,811,476
511.jpg,1180,602,Wiper fluid,31,158,227,254
511.jpg,1180,602,Coolant,146,458,363,589
511.jpg,1180,602,Battery,824,354,1065,518
511.jpg,1180,602,Air filter,872,237,1094,380
511.jpg,1180,602,Fuse box,848,186,1015,263
511.jpg,1180,602,Oil pin,376,203,415,251
511.jpg,1180,602,Brake fluid,795,135,869,232
79.jpg,1152,512,Coolant,27,154,192,298
79.jpg,1152,512,Brake fluid,212,83,324,169
79.jpg,1152,512,Wiper fluid,75,320,159,447
79.jpg,1152,512,Oil pin,297,326,338,365
79.jpg,1152,512,Engine cover,262,124,579,298
79.jpg,1152,512,Oil intake,300,220,370,276
79.jpg,1152,512,Air filter,812,271,1033,436
79.jpg,1152,512,Battery,757,147,951,278
79.jpg,1152,512,Fuse box,961,140,1136,271
539.jpg,1192,572,Coolant,90,291,285,460
539.jpg,1192,572,Battery,13,444,246,569
539.jpg,1192,572,Brake fluid,764,156,856,259
539.jpg,1192,572,Wiper fluid,917,259,1055,368
539.jpg,1192,572,Oil pin,507,160,546,191
539.jpg,1192,572,Oil pin,747,262,795,306
104.jpg,1096,520,Wiper fluid,1,299,64,349
104.jpg,1096,520,Battery,5,326,253,450
104.jpg,1096,520,Fuse box,62,216,251,319
104.jpg,1096,520,Engine cover,451,93,648,256
104.jpg,1096,520,Coolant,1002,338,1084,464
104.jpg,1096,520,Brake fluid,758,110,808,188
104.jpg,1096,520,Air filter,811,260,991,351
105.jpg,910,440,Wiper fluid,24,75,96,126
105.jpg,910,440,Engine cover,227,85,537,322
105.jpg,910,440,Oil pin,292,199,334,227
105.jpg,910,440,Battery,653,106,810,266
105.jpg,910,440,Brake fluid,202,76,262,143
105.jpg,910,440,Coolant,684,260,811,354
105.jpg,910,440,Fuse box,636,9,793,91
105.jpg,910,440,Oil intake,172,217,226,268
538.jpg,1074,552,Air filter,134,87,306,180
538.jpg,1074,552,Brake fluid,233,56,322,126
538.jpg,1074,552,Coolant,488,340,716,537
538.jpg,1074,552,Battery,666,242,895,454
538.jpg,1074,552,Fuse box,869,286,1033,471
538.jpg,1074,552,Wiper fluid,737,450,797,513
538.jpg,1074,552,Oil pin,344,127,379,172
510.jpg,1192,636,Wiper fluid,2,203,74,283
510.jpg,1192,636,Oil pin,484,386,517,429
510.jpg,1192,636,Oil intake,486,260,545,304
510.jpg,1192,636,Battery,761,53,914,164
510.jpg,1192,636,Fuse box,898,33,1025,161
510.jpg,1192,636,Air filter,851,187,1011,293
510.jpg,1192,636,Coolant,149,364,278,469
132.jpg,640,480,Engine cover,215,191,481,400
132.jpg,640,480,Oil intake,361,198,397,223
132.jpg,640,480,Coolant,503,299,639,358
118.jpg,1600,1280,Wiper fluid,139,752,248,880
118.jpg,1600,1280,Coolant,176,658,304,759
118.jpg,1600,1280,Engine cover,256,616,736,904
118.jpg,1600,1280,Oil pin,428,707,472,756
118.jpg,1600,1280,Oil intake,539,692,618,758
118.jpg,1600,1280,Air filter,758,640,1076,868
464.jpg,2040,1360,Coolant,100,446,387,789
464.jpg,2040,1360,Wiper fluid,191,821,418,1003
464.jpg,2040,1360,Engine cover,446,371,1207,928
464.jpg,2040,1360,Oil intake,630,535,732,639
464.jpg,2040,1360,Oil pin,708,597,783,661
464.jpg,2040,1360,Brake fluid,1253,222,1448,390
464.jpg,2040,1360,Battery,1389,233,1698,578
464.jpg,2040,1360,Air filter,1465,560,1823,976
464.jpg,2040,1360,Fuse box,1741,464,2005,793
29.jpg,1280,720,Brake fluid,216,159,301,256
29.jpg,1280,720,Coolant,210,320,334,484
29.jpg,1280,720,Engine cover,579,236,714,353
29.jpg,1280,720,Oil pin,814,207,853,256
29.jpg,1280,720,Wiper fluid,95,176,201,238
29.jpg,1280,720,Battery,3,343,251,603
29.jpg,1280,720,Fuse box,2,215,169,343
29.jpg,1280,720,Air filter,1111,332,1271,565
128.jpg,1440,1439,Brake fluid,300,563,455,660
128.jpg,1440,1439,Coolant,69,664,240,884
128.jpg,1440,1439,Engine cover,331,634,900,776
128.jpg,1440,1439,Coolant,1007,643,1140,788
128.jpg,1440,1439,Fuse box,1215,636,1412,828
128.jpg,1440,1439,Air filter,616,784,848,981
114.jpg,1280,583,Engine cover,386,241,857,449
114.jpg,1280,583,Oil intake,466,269,530,313
114.jpg,1280,583,Air filter,948,346,1209,458
114.jpg,1280,583,Wiper fluid,46,251,93,289
114.jpg,1280,583,Coolant,1046,444,1156,513
100.jpg,902,470,Engine cover,364,51,598,210
100.jpg,902,470,Coolant,28,83,165,208
100.jpg,902,470,Brake fluid,184,31,244,123
100.jpg,902,470,Oil pin,302,116,336,163
100.jpg,902,470,Oil intake,322,107,377,145
100.jpg,902,470,Battery,610,23,772,234
100.jpg,902,470,Fuse box,809,76,902,218
100.jpg,902,470,Wiper fluid,792,216,902,323
116.jpg,1600,1200,Brake fluid,483,149,629,240
116.jpg,1600,1200,Coolant,399,463,610,690
116.jpg,1600,1200,Oil intake,565,319,648,381
116.jpg,1600,1200,Oil pin,522,353,565,396
116.jpg,1600,1200,Wiper fluid,1271,597,1337,682
116.jpg,1600,1200,Battery,1088,145,1336,354
102.jpg,1150,548,Coolant,3,51,182,231
102.jpg,1150,548,Engine cover,456,4,754,306
102.jpg,1150,548,Brake fluid,689,14,790,111
102.jpg,1150,548,Oil pin,378,136,420,189
102.jpg,1150,548,Oil intake,411,119,473,173
102.jpg,1150,548,Battery,779,1,980,259
102.jpg,1150,548,Fuse box,1031,80,1147,289
102.jpg,1150,548,Wiper fluid,985,295,1142,437
17.jpg,1280,622,Engine cover,155,3,838,265
17.jpg,1280,622,Oil intake,232,152,317,228
17.jpg,1280,622,Oil pin,426,176,481,229
17.jpg,1280,622,Wiper fluid,23,514,114,622
17.jpg,1280,622,Coolant,679,503,933,611
17.jpg,1280,622,Battery,896,265,1279,504
17.jpg,1280,622,Air filter,909,47,1246,261
130.jpg,1600,1200,Coolant,283,284,543,492
130.jpg,1600,1200,Brake fluid,626,49,764,145
130.jpg,1600,1200,Oil intake,613,221,699,268
130.jpg,1600,1200,Oil pin,572,224,617,264
130.jpg,1600,1200,Wiper fluid,1086,711,1156,807
130.jpg,1600,1200,Battery,1151,209,1478,465
116.jpg,1600,1200,Brake fluid,483,149,629,240
116.jpg,1600,1200,Coolant,399,463,610,690
116.jpg,1600,1200,Oil intake,565,319,648,381
116.jpg,1600,1200,Oil pin,522,353,565,396
116.jpg,1600,1200,Wiper fluid,1271,597,1337,682
116.jpg,1600,1200,Battery,1088,145,1336,354
76.jpg,4032,3024,Coolant,568,1717,1217,2197
76.jpg,4032,3024,Brake fluid,704,1342,1110,1610
76.jpg,4032,3024,Air filter,1785,1297,2727,1871
76.jpg,4032,3024,Wiper fluid,3065,1804,3427,1994
512.jpg,1066,496,Air filter,98,92,272,227
512.jpg,1066,496,Engine cover,258,66,704,272
512.jpg,1066,496,Oil pin,325,112,357,161
512.jpg,1066,496,Brake fluid,674,77,715,147
512.jpg,1066,496,Coolant,672,206,847,338
512.jpg,1066,496,Battery,718,111,875,242
512.jpg,1066,496,Fuse box,842,106,961,238
512.jpg,1066,496,Wiper fluid,846,250,901,303
90.jpg,984,438,Engine cover,288,91,615,266
90.jpg,984,438,Oil pin,240,169,276,227
90.jpg,984,438,Coolant,95,95,226,203
90.jpg,984,438,Brake fluid,246,39,302,121
90.jpg,984,438,Wiper fluid,808,316,902,368
90.jpg,984,438,Air filter,632,184,869,316
90.jpg,984,438,Battery,663,53,828,177
90.jpg,984,438,Fuse box,838,93,951,262
64.jpg,1084,510,Engine cover,167,115,606,345
64.jpg,1084,510,Oil intake,204,268,276,333
64.jpg,1084,510,Oil pin,306,320,349,363
64.jpg,1084,510,Wiper fluid,112,256,169,410
64.jpg,1084,510,Coolant,850,412,917,459
64.jpg,1084,510,Battery,723,132,908,273
64.jpg,1084,510,Fuse box,918,144,1058,297
64.jpg,1084,510,Air filter,754,260,988,432
64.jpg,1084,510,Brake fluid,765,75,851,147
65.jpg,1128,566,Engine cover,229,97,630,221
65.jpg,1128,566,Oil pin,241,238,285,280
65.jpg,1128,566,Wiper fluid,136,190,196,364
65.jpg,1128,566,Coolant,811,335,887,388
65.jpg,1128,566,Battery,704,122,1033,341
65.jpg,1128,566,Air filter,82,79,242,198
65.jpg,1128,566,Fuse box,948,76,1058,155
65.jpg,1128,566,Coolant,658,50,743,177
65.jpg,1128,566,Brake fluid,221,38,378,130
513.jpg,1074,552,Brake fluid,232,58,314,116
513.jpg,1074,552,Air filter,158,82,306,174
513.jpg,1074,552,Engine cover,221,96,692,367
513.jpg,1074,552,Oil pin,344,128,376,165
513.jpg,1074,552,Coolant,476,341,722,542
513.jpg,1074,552,Wiper fluid,733,455,793,510
513.jpg,1074,552,Battery,655,231,898,445
513.jpg,1074,552,Fuse box,860,289,1025,469
91.jpg,950,440,Coolant,11,98,154,216
91.jpg,950,440,Oil pin,162,198,201,255
91.jpg,950,440,Engine cover,216,82,589,312
91.jpg,950,440,Air filter,619,217,879,382
91.jpg,950,440,Wiper fluid,805,378,905,440
91.jpg,950,440,Battery,655,35,824,207
91.jpg,950,440,Fuse box,846,88,950,276
91.jpg,950,440,Brake fluid,591,48,652,120
507.jpg,1160,622,Wiper fluid,50,424,142,492
507.jpg,1160,622,Coolant,301,305,486,464
507.jpg,1160,622,Oil pin,634,248,674,298
507.jpg,1160,622,Battery,628,42,784,129
507.jpg,1160,622,Fuse box,791,36,928,119
507.jpg,1160,622,Air filter,793,101,915,212
145.jpg,1192,600,Engine cover,264,78,831,501
145.jpg,1192,600,Oil intake,351,358,404,418
145.jpg,1192,600,Oil pin,436,449,472,488
145.jpg,1192,600,Wiper fluid,84,300,142,366
145.jpg,1192,600,Coolant,101,157,268,387
145.jpg,1192,600,Brake fluid,840,79,923,166
145.jpg,1192,600,Air filter,808,222,997,424
145.jpg,1192,600,Fuse box,979,228,1109,396
117.jpg,640,480,Brake fluid,437,128,477,163
117.jpg,640,480,Battery,138,240,195,327
117.jpg,640,480,Fuse box,124,143,196,186
131.jpg,1600,1200,Brake fluid,318,271,453,354
131.jpg,1600,1200,Battery,493,534,681,750
131.jpg,1600,1200,Wiper fluid,91,373,162,435
131.jpg,1600,1200,Coolant,1010,187,1119,267
16.jpg,4032,3024,Engine cover,465,425,2807,2370
16.jpg,4032,3024,Oil intake,2143,689,2446,976
16.jpg,4032,3024,Oil pin,1646,2034,1820,2247
16.jpg,4032,3024,Brake fluid,2868,1586,3136,2063
16.jpg,4032,3024,Battery,3178,1270,4030,2292
16.jpg,4032,3024,Air filter,3181,631,4017,1250
103.jpg,1026,474,Engine cover,452,3,702,217
103.jpg,1026,474,Oil pin,374,84,415,131
103.jpg,1026,474,Oil intake,400,73,461,117
103.jpg,1026,474,Coolant,69,64,215,187
103.jpg,1026,474,Brake fluid,237,19,320,100
103.jpg,1026,474,Wiper fluid,137,296,242,354
103.jpg,1026,474,Battery,715,133,944,315
117.jpg,640,480,Brake fluid,437,128,477,163
117.jpg,640,480,Battery,138,240,195,327
117.jpg,640,480,Fuse box,124,143,196,186
113.jpg,1124,460,Air filter,17,96,253,312
113.jpg,1124,460,Brake fluid,223,46,312,106
113.jpg,1124,460,Coolant,263,170,437,290
113.jpg,1124,460,Wiper fluid,891,214,1025,314
113.jpg,1124,460,Battery,795,152,1068,252
113.jpg,1124,460,Fuse box,798,128,1004,175
113.jpg,1124,460,Oil pin,710,125,756,169
107.jpg,1058,512,Air filter,51,66,243,244
107.jpg,1058,512,Engine cover,253,26,747,250
107.jpg,1058,512,Oil pin,311,85,339,131
107.jpg,1058,512,Coolant,725,191,906,316
107.jpg,1058,512,Wiper fluid,894,243,948,301
107.jpg,1058,512,Battery,752,78,922,227
107.jpg,1058,512,Fuse box,892,96,1016,230
107.jpg,1058,512,Brake fluid,695,38,756,113
12.jpg,4032,3024,Engine cover,1594,1566,2443,1870
12.jpg,4032,3024,Coolant,243,1225,914,1692
12.jpg,4032,3024,Brake fluid,1010,883,1327,1192
12.jpg,4032,3024,Wiper fluid,752,2183,1149,2518
12.jpg,4032,3024,Oil pin,1046,1150,1227,1325
12.jpg,4032,3024,Oil intake,1223,1486,1504,1721
12.jpg,4032,3024,Battery,2807,1499,3730,2263
12.jpg,4032,3024,Air filter,2775,679,3633,1466
127.jpg,1284,1272,Wiper fluid,941,675,1025,750
127.jpg,1284,1272,Oil intake,676,627,740,676
127.jpg,1284,1272,Coolant,209,726,334,796
127.jpg,1284,1272,Brake fluid,274,610,342,647
75.jpg,4030,3022,Coolant,467,767,1045,1193
75.jpg,4030,3022,Wiper fluid,338,1319,638,1519
75.jpg,4030,3022,Brake fluid,1080,986,1267,1183
75.jpg,4030,3022,Oil intake,1226,1428,1451,1622
75.jpg,4030,3022,Oil pin,1090,1735,1219,1886
75.jpg,4030,3022,Air filter,2226,1557,3048,2270
75.jpg,4030,3022,Battery,2667,893,3371,1519
75.jpg,4030,3022,Fuse box,3271,861,3738,1486
81.jpg,1208,594,Coolant,31,144,197,280
81.jpg,1208,594,Wiper fluid,87,236,176,324
81.jpg,1208,594,Brake fluid,240,103,312,199
81.jpg,1208,594,Engine cover,241,204,727,379
81.jpg,1208,594,Oil intake,255,230,339,302
81.jpg,1208,594,Oil pin,418,321,476,387
81.jpg,1208,594,Battery,821,66,1078,326
81.jpg,1208,594,Air filter,941,245,1193,428
81.jpg,1208,594,Fuse box,1044,107,1194,306
517.jpg,1082,460,Air filter,4,130,234,332
517.jpg,1082,460,Engine cover,282,159,624,338
517.jpg,1082,460,Oil intake,548,251,605,301
517.jpg,1082,460,Oil pin,395,295,434,337
517.jpg,1082,460,Brake fluid,673,37,752,123
517.jpg,1082,460,Coolant,746,38,884,134
517.jpg,1082,460,Battery,787,103,1009,376
517.jpg,1082,460,Fuse box,930,101,1082,278
517.jpg,1082,460,Wiper fluid,1009,267,1078,362
86.jpg,1016,498,Coolant,88,90,220,192
86.jpg,1016,498,Wiper fluid,130,164,192,216
86.jpg,1016,498,Engine cover,251,40,643,345
86.jpg,1016,498,Oil intake,329,112,392,160
86.jpg,1016,498,Oil pin,316,314,378,349
86.jpg,1016,498,Battery,681,52,853,209
86.jpg,1016,498,Fuse box,830,111,964,220
86.jpg,1016,498,Air filter,619,195,964,424
516.jpg,1066,596,Brake fluid,243,32,321,111
516.jpg,1066,596,Air filter,1,127,239,365
516.jpg,1066,596,Engine cover,307,168,677,359
516.jpg,1066,596,Oil intake,550,191,602,240
516.jpg,1066,596,Oil pin,395,348,440,394
516.jpg,1066,596,Coolant,756,48,902,174
516.jpg,1066,596,Battery,796,133,988,341
516.jpg,1066,596,Fuse box,945,143,1066,357
80.jpg,964,512,Engine cover,240,97,574,331
80.jpg,964,512,Oil intake,494,141,539,177
80.jpg,964,512,Oil pin,313,310,353,347
80.jpg,964,512,Coolant,108,127,223,225
80.jpg,964,512,Air filter,584,182,801,301
80.jpg,964,512,Wiper fluid,741,305,814,368
80.jpg,964,512,Battery,628,77,769,183
80.jpg,964,512,Fuse box,785,107,882,226
120.jpg,640,480,Battery,150,273,200,354
120.jpg,640,480,Fuse box,137,174,200,217
120.jpg,640,480,Brake fluid,431,165,469,199
13.jpg,4032,3024,Engine cover,1575,1625,2462,1941
13.jpg,4032,3024,Coolant,246,1218,856,1715
13.jpg,4032,3024,Wiper fluid,775,2221,1162,2512
13.jpg,4032,3024,Oil pin,1001,1218,1197,1360
13.jpg,4032,3024,Oil intake,1214,1550,1485,1783
13.jpg,4032,3024,Brake fluid,904,779,1278,1154
13.jpg,4032,3024,Battery,2868,1599,3807,2389
13.jpg,4032,3024,Air filter,2885,695,3794,1563
106.jpg,1158,450,Air filter,46,191,239,354
106.jpg,1158,450,Battery,89,80,267,213
106.jpg,1158,450,Brake fluid,272,77,345,173
106.jpg,1158,450,Engine cover,562,96,673,231
106.jpg,1158,450,Oil intake,657,194,723,240
106.jpg,1158,450,Oil pin,535,116,569,178
106.jpg,1158,450,Coolant,814,234,904,295
106.jpg,1158,450,Wiper fluid,939,155,1087,353
112.jpg,1110,522,Coolant,91,125,241,253
112.jpg,1110,522,Brake fluid,254,59,309,148
112.jpg,1110,522,Engine cover,228,107,610,327
112.jpg,1110,522,Oil pin,314,161,355,203
112.jpg,1110,522,Oil intake,414,156,476,194
112.jpg,1110,522,Air filter,702,197,962,336
112.jpg,1110,522,Battery,727,78,897,177
112.jpg,1110,522,Fuse box,933,107,1048,246
112.jpg,1110,522,Wiper fluid,951,241,1039,331
104.jpg,1096,520,Wiper fluid,1,299,64,349
104.jpg,1096,520,Battery,5,326,253,450
104.jpg,1096,520,Fuse box,62,216,251,319
104.jpg,1096,520,Engine cover,451,93,648,256
104.jpg,1096,520,Coolant,1002,338,1084,464
104.jpg,1096,520,Brake fluid,758,110,808,188
104.jpg,1096,520,Air filter,811,260,991,351
110.jpg,1054,488,Wiper fluid,24,114,107,174
110.jpg,1054,488,Brake fluid,239,120,301,209
110.jpg,1054,488,Oil intake,299,292,362,345
110.jpg,1054,488,Air filter,515,142,654,327
